"","ReferenceArea","code","value","variable","Area"
"3963","S01000051","S01000051",11481,"All","Data Zones"
"3964","S01000052","S01000052",9692,"All","Data Zones"
"3965","S01000053","S01000053",10568,"All","Data Zones"
"3966","S01000054","S01000054",12883,"All","Data Zones"
"3967","S01000055","S01000055",12171,"All","Data Zones"
"3968","S01000056","S01000056",6778,"All","Data Zones"
"3969","S01000057","S01000057",11351,"All","Data Zones"
"3970","S01000058","S01000058",5749,"All","Data Zones"
"3971","S01000059","S01000059",4523,"All","Data Zones"
"3972","S01000060","S01000060",10827,"All","Data Zones"
"3973","S01000061","S01000061",7873,"All","Data Zones"
"3974","S01000062","S01000062",4665,"All","Data Zones"
"3975","S01000063","S01000063",5207,"All","Data Zones"
"3976","S01000064","S01000064",8906,"All","Data Zones"
"3977","S01000065","S01000065",7081,"All","Data Zones"
"3978","S01000066","S01000066",9405,"All","Data Zones"
"3979","S01000067","S01000067",9448,"All","Data Zones"
"3980","S01000068","S01000068",8258,"All","Data Zones"
"3981","S01000069","S01000069",11142,"All","Data Zones"
"3982","S01000070","S01000070",12782,"All","Data Zones"
"3983","S01000071","S01000071",11124,"All","Data Zones"
"3984","S01000072","S01000072",10256,"All","Data Zones"
"3985","S01000073","S01000073",9076,"All","Data Zones"
"3986","S01000074","S01000074",11960,"All","Data Zones"
"3987","S01000075","S01000075",7407,"All","Data Zones"
"3988","S01000076","S01000076",8006,"All","Data Zones"
"3989","S01000077","S01000077",5870,"All","Data Zones"
"3990","S01000078","S01000078",7056,"All","Data Zones"
"3991","S01000079","S01000079",4267,"All","Data Zones"
"3992","S01000080","S01000080",6157,"All","Data Zones"
"3993","S01000081","S01000081",5838,"All","Data Zones"
"3994","S01000082","S01000082",14388,"All","Data Zones"
"3995","S01000083","S01000083",4988,"All","Data Zones"
"3996","S01000084","S01000084",10097,"All","Data Zones"
"3997","S01000085","S01000085",4610,"All","Data Zones"
"3998","S01000086","S01000086",9055,"All","Data Zones"
"3999","S01000087","S01000087",7944,"All","Data Zones"
"4000","S01000088","S01000088",4476,"All","Data Zones"
"4001","S01000089","S01000089",7053,"All","Data Zones"
"4002","S01000090","S01000090",6718,"All","Data Zones"
"4003","S01000091","S01000091",6743,"All","Data Zones"
"4004","S01000092","S01000092",6660,"All","Data Zones"
"4005","S01000093","S01000093",6439,"All","Data Zones"
"4006","S01000094","S01000094",4729,"All","Data Zones"
"4007","S01000095","S01000095",5080,"All","Data Zones"
"4008","S01000096","S01000096",14917,"All","Data Zones"
"4009","S01000097","S01000097",6379,"All","Data Zones"
"4010","S01000098","S01000098",9609,"All","Data Zones"
"4011","S01000099","S01000099",6167,"All","Data Zones"
"4012","S01000100","S01000100",6470,"All","Data Zones"
"4013","S01000101","S01000101",5698,"All","Data Zones"
"4014","S01000102","S01000102",14286,"All","Data Zones"
"4015","S01000103","S01000103",5195,"All","Data Zones"
"4016","S01000104","S01000104",5379,"All","Data Zones"
"4017","S01000105","S01000105",7598,"All","Data Zones"
"4018","S01000106","S01000106",5333,"All","Data Zones"
"4019","S01000107","S01000107",7551,"All","Data Zones"
"4020","S01000108","S01000108",8407,"All","Data Zones"
"4021","S01000109","S01000109",10531,"All","Data Zones"
"4022","S01000110","S01000110",13610,"All","Data Zones"
"4023","S01000111","S01000111",6927,"All","Data Zones"
"4024","S01000112","S01000112",8594,"All","Data Zones"
"4025","S01000113","S01000113",6066,"All","Data Zones"
"4026","S01000114","S01000114",9080,"All","Data Zones"
"4027","S01000115","S01000115",15740,"All","Data Zones"
"4028","S01000116","S01000116",4464,"All","Data Zones"
"4029","S01000117","S01000117",9773,"All","Data Zones"
"4030","S01000118","S01000118",13324,"All","Data Zones"
"4031","S01000119","S01000119",14110,"All","Data Zones"
"4032","S01000120","S01000120",2660,"All","Data Zones"
"4033","S01000121","S01000121",11640,"All","Data Zones"
"4034","S01000122","S01000122",18592,"All","Data Zones"
"4035","S01000123","S01000123",6701,"All","Data Zones"
"4036","S01000124","S01000124",7003,"All","Data Zones"
"4037","S01000125","S01000125",10020,"All","Data Zones"
"4038","S01000126","S01000126",14545,"All","Data Zones"
"4039","S01000127","S01000127",6383,"All","Data Zones"
"4040","S01000128","S01000128",6605,"All","Data Zones"
"4041","S01000129","S01000129",4685,"All","Data Zones"
"4042","S01000130","S01000130",7785,"All","Data Zones"
"4043","S01000131","S01000131",7890,"All","Data Zones"
"4044","S01000132","S01000132",5357,"All","Data Zones"
"4045","S01000133","S01000133",12582,"All","Data Zones"
"4046","S01000134","S01000134",11724,"All","Data Zones"
"4047","S01000135","S01000135",9834,"All","Data Zones"
"4048","S01000136","S01000136",13127,"All","Data Zones"
"4049","S01000137","S01000137",9118,"All","Data Zones"
"4050","S01000138","S01000138",7975,"All","Data Zones"
"4051","S01000139","S01000139",16851,"All","Data Zones"
"4052","S01000140","S01000140",18118,"All","Data Zones"
"4053","S01000141","S01000141",12438,"All","Data Zones"
"4054","S01000142","S01000142",15882,"All","Data Zones"
"4055","S01000143","S01000143",9340,"All","Data Zones"
"4056","S01000144","S01000144",8089,"All","Data Zones"
"4057","S01000145","S01000145",17386,"All","Data Zones"
"4058","S01000146","S01000146",8225,"All","Data Zones"
"4059","S01000147","S01000147",6893,"All","Data Zones"
"4060","S01000148","S01000148",13554,"All","Data Zones"
"4061","S01000149","S01000149",7712,"All","Data Zones"
"4062","S01000150","S01000150",17817,"All","Data Zones"
"4063","S01000151","S01000151",20187,"All","Data Zones"
"4064","S01000152","S01000152",7567,"All","Data Zones"
"4065","S01000153","S01000153",6740,"All","Data Zones"
"4066","S01000154","S01000154",13371,"All","Data Zones"
"4067","S01000155","S01000155",11513,"All","Data Zones"
"4068","S01000156","S01000156",9311,"All","Data Zones"
"4069","S01000157","S01000157",19226,"All","Data Zones"
"4070","S01000158","S01000158",13592,"All","Data Zones"
"4071","S01000159","S01000159",4374,"All","Data Zones"
"4072","S01000160","S01000160",9881,"All","Data Zones"
"4073","S01000161","S01000161",4198,"All","Data Zones"
"4074","S01000162","S01000162",16393,"All","Data Zones"
"4075","S01000163","S01000163",13589,"All","Data Zones"
"4076","S01000164","S01000164",8969,"All","Data Zones"
"4077","S01000165","S01000165",11752,"All","Data Zones"
"4078","S01000166","S01000166",5419,"All","Data Zones"
"4079","S01000167","S01000167",12259,"All","Data Zones"
"4080","S01000168","S01000168",18274,"All","Data Zones"
"4081","S01000169","S01000169",13173,"All","Data Zones"
"4082","S01000170","S01000170",6355,"All","Data Zones"
"4083","S01000171","S01000171",5665,"All","Data Zones"
"4084","S01000172","S01000172",8996,"All","Data Zones"
"4085","S01000173","S01000173",11881,"All","Data Zones"
"4086","S01000174","S01000174",5931,"All","Data Zones"
"4087","S01000175","S01000175",8071,"All","Data Zones"
"4088","S01000176","S01000176",5306,"All","Data Zones"
"4089","S01000177","S01000177",5725,"All","Data Zones"
"4090","S01000178","S01000178",10105,"All","Data Zones"
"4091","S01000179","S01000179",16648,"All","Data Zones"
"4092","S01000180","S01000180",10392,"All","Data Zones"
"4093","S01000181","S01000181",9814,"All","Data Zones"
"4094","S01000182","S01000182",12145,"All","Data Zones"
"4095","S01000183","S01000183",7084,"All","Data Zones"
"4096","S01000184","S01000184",6570,"All","Data Zones"
"4097","S01000185","S01000185",14004,"All","Data Zones"
"4098","S01000186","S01000186",14002,"All","Data Zones"
"4099","S01000187","S01000187",12742,"All","Data Zones"
"4100","S01000188","S01000188",7653,"All","Data Zones"
"4101","S01000189","S01000189",9768,"All","Data Zones"
"4102","S01000190","S01000190",15102,"All","Data Zones"
"4103","S01000191","S01000191",6904,"All","Data Zones"
"4104","S01000192","S01000192",10468,"All","Data Zones"
"4105","S01000193","S01000193",10380,"All","Data Zones"
"4106","S01000194","S01000194",10112,"All","Data Zones"
"4107","S01000195","S01000195",14958,"All","Data Zones"
"4108","S01000196","S01000196",10194,"All","Data Zones"
"4109","S01000197","S01000197",9748,"All","Data Zones"
"4110","S01000198","S01000198",15184,"All","Data Zones"
"4111","S01000199","S01000199",14413,"All","Data Zones"
"4112","S01000200","S01000200",9569,"All","Data Zones"
"4113","S01000201","S01000201",12753,"All","Data Zones"
"4114","S01000202","S01000202",7389,"All","Data Zones"
"4115","S01000203","S01000203",11461,"All","Data Zones"
"4116","S01000204","S01000204",9220,"All","Data Zones"
"4117","S01000205","S01000205",8884,"All","Data Zones"
"4118","S01000206","S01000206",9801,"All","Data Zones"
"4119","S01000207","S01000207",14180,"All","Data Zones"
"4120","S01000208","S01000208",19355,"All","Data Zones"
"4121","S01000209","S01000209",9517,"All","Data Zones"
"4122","S01000210","S01000210",14728,"All","Data Zones"
"4123","S01000211","S01000211",14668,"All","Data Zones"
"4124","S01000212","S01000212",8655,"All","Data Zones"
"4125","S01000213","S01000213",9452,"All","Data Zones"
"4126","S01000214","S01000214",10629,"All","Data Zones"
"4127","S01000215","S01000215",6196,"All","Data Zones"
"4128","S01000216","S01000216",10303,"All","Data Zones"
"4129","S01000217","S01000217",13665,"All","Data Zones"
"4130","S01000218","S01000218",11094,"All","Data Zones"
"4131","S01000219","S01000219",9294,"All","Data Zones"
"4132","S01000220","S01000220",4462,"All","Data Zones"
"4133","S01000221","S01000221",13956,"All","Data Zones"
"4134","S01000222","S01000222",11622,"All","Data Zones"
"4135","S01000223","S01000223",10219,"All","Data Zones"
"4136","S01000224","S01000224",12176,"All","Data Zones"
"4137","S01000225","S01000225",6294,"All","Data Zones"
"4138","S01000226","S01000226",6525,"All","Data Zones"
"4139","S01000227","S01000227",5075,"All","Data Zones"
"4140","S01000228","S01000228",8042,"All","Data Zones"
"4141","S01000229","S01000229",16886,"All","Data Zones"
"4142","S01000230","S01000230",5346,"All","Data Zones"
"4143","S01000231","S01000231",4526,"All","Data Zones"
"4144","S01000232","S01000232",13866,"All","Data Zones"
"4145","S01000233","S01000233",16194,"All","Data Zones"
"4146","S01000234","S01000234",5663,"All","Data Zones"
"4147","S01000235","S01000235",8827,"All","Data Zones"
"4148","S01000236","S01000236",11259,"All","Data Zones"
"4149","S01000237","S01000237",9101,"All","Data Zones"
"4150","S01000238","S01000238",4073,"All","Data Zones"
"4151","S01000239","S01000239",7872,"All","Data Zones"
"4152","S01000240","S01000240",10098,"All","Data Zones"
"4153","S01000241","S01000241",5590,"All","Data Zones"
"4154","S01000242","S01000242",6577,"All","Data Zones"
"4155","S01000243","S01000243",8602,"All","Data Zones"
"4156","S01000244","S01000244",8198,"All","Data Zones"
"4157","S01000245","S01000245",6930,"All","Data Zones"
"4158","S01000246","S01000246",8172,"All","Data Zones"
"4159","S01000247","S01000247",8483,"All","Data Zones"
"4160","S01000248","S01000248",5774,"All","Data Zones"
"4161","S01000249","S01000249",7827,"All","Data Zones"
"4162","S01000250","S01000250",9193,"All","Data Zones"
"4163","S01000251","S01000251",4396,"All","Data Zones"
"4164","S01000252","S01000252",5290,"All","Data Zones"
"4165","S01000253","S01000253",4553,"All","Data Zones"
"4166","S01000254","S01000254",6813,"All","Data Zones"
"4167","S01000255","S01000255",6137,"All","Data Zones"
"4168","S01000256","S01000256",14713,"All","Data Zones"
"4169","S01000257","S01000257",8389,"All","Data Zones"
"4170","S01000258","S01000258",5193,"All","Data Zones"
"4171","S01000259","S01000259",5601,"All","Data Zones"
